id;Esboço ou foto;Proveniência;Nome geográfico|taxonomy|multiple|status_public;Stam;Descrição;Denominação;Número de inventário;Grupo étnico;Usado;Local|taxonomy|multiple|status_public;Fotógrafo|taxonomy|multiple|status_public;Coletado;País|taxonomy|multiple|status_public;Origem|taxonomy|multiple|status_public;Coletado por;Comprimento;Resumo;Palavras-chave|taxonomy|multiple|status_public;URL;Palavras-chave;documentação de imagem;foto digital não;Largura;Categoria de material|taxonomy|multiple|status_public;Categoria de material2|taxonomy|multiple|status_public;papel;Ação de conservação;Mudar para;requisitos de montagem;Texto da exposição;Exposição, parte de / incluída em;Exposição, parte do estande / incluída;Juntos, materiais;Texto publicado;Juntos, texto da exposição, inglês;Exposição / incluído em;Palavras-chave, espanhol;Área de uso;Nota: Descrição;Avaliação da condição;Observação;Exposição / anterior;Original: publ;Original: negativo não;Original: desenho não;Materiais / fabricação;Texto da exposição, Encruzilhada;Texto da exposição, Crossroads, eng;special_document;special_attachments
83;retrato falado;;Guiana Britânica;Wai-wai;Flauta de bambu, 4 furos. Queime a decoração.;flauta;1927.07.0163;Karapayana, Wai-Wai, Wai-wai, Mawayana, Hixkaryana, Wai wai, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;41 centímetros;1927.07.0163, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;instrumento musical||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37705;flauta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:83-1322990.png;
84;;;América;Waiwai;"Colar" para mulher, pendurado atrás do pescoço e cai sobre o peito.;colar;1927.07.0217;Wai-wai, Karapayana, Wai-Wai, Mawayana, Hixkaryana, Uaiuais, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0217, Hanover 1/10 1929., Walter Roth, Br.Guiana, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai, Karapayana;Etnografia||jóias;https://collections.smvk.se/carlotta-vkm/web/object/37826;colar;;;;;;;;Hannover 1/10 1929.;;;;;;;;;;;;;;;;;;;;;;
85;retrato falado;;América;Wai-wai;Pedaço de pedra, de onde são retiradas as lascas para as tábuas do ralador de mandioca.;Pedra;1927.07.0054;Uaiuais, Mawayana, Wai-Wai, Karapayana, Wai-wai, Wai wai, Hixkaryana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0054, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/37603;Pedra;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:85-15374600.png;85-15374615.png||85-15374605.png||85-15374610.png||85-15374620.png||85-15374625.png
86;retrato falado;;Guiana Britânica;Wai-wai;Amostra de borracha de Turara, de uma espécie ainda não identificada.;amostra de material;1927.07.0055;Hixkaryana, Wai-wai, Uaiuais, Karapayana, Mawayana, Wai wai, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Westling, Rose Marie;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;10 cm;1927.07.0055, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/37604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:86-1957748.png;86-15374640.png||86-15374655.png||86-15374645.png||86-15374650.png||86-15374635.png||86-15374630.png||86-1957740.png||86-1957744.png
87;retrato falado;;Guiana Britânica;Wai-wai;Caco de pedra marrom-acinzentada, ferramenta para fazer tábuas de ralador de mandioca.;fragmento;1927.07.0053g;Wai-Wai, Wai-wai, Karapayana, Uaiuais, Wai wai, Hixkaryana, Mawayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0053g, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;ferramentas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37601;Pedra;;;;;Pedra;;;;;;;;;;;;;;;;;;;;;;;;;
88;retrato falado;;Guiana Britânica;Wai-wai;Pingente feito de algodão. Duas peças desse tipo são usadas ao mesmo tempo, cruzando-se do ombro até o lado oposto da cintura. Para ambos os sexos.;cinto de espada;1927.07.0190;Wai-Wai, Wai wai, Mawayana, Hixkaryana, Wai-wai, Karapayana, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;42 cm;1927.07.0190, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;roupas e acessórios||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37722;;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:88-1049237.png;
89;retrato falado;;América;Wai-wai;Pedra de sucata armazenada em uma jarra de vidro.;sucata de pedra armazenada em uma jarra de vidro;1927.07.0053h;Wai-Wai, Hixkaryana, Karapayana, Mawayana, Uaiuais, Wai-wai, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Museu Etnográfico de Gotemburgo;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0053h, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/37602;Pedra;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:89-2220299.png;
90;retrato falado;;Guiana Britânica;Wai-wai;Pingente de algodão (ver nº 190).;cinto de espada;1927.07.0191;Karapayana, Wai-Wai, Wai-wai, Mawayana, Wai wai, Hixkaryana, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;40 cm;1927.07.0191, Walter Roth, Br.Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||vestuário e acessórios;https://collections.smvk.se/carlotta-vkm/web/object/37723;;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:90-1878468.png;
91;retrato falado;;Guiana Britânica;Waiwai;Tubo de cabelo do tipo usual.;tubo de cabelo;1927.07.0272;Karapayana, Wai-wai, Wai-Wai, Wai wai, Mawayana, Hixkaryana, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0272, foto digital, V: 1927-07-0272, Walter Roth, Br.Guiana, esboço, Waiwai, Conservation K 80: 107, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana , Mawayana, Uaiuais, Wai-wai, Karapayana;Phasianidae: Gallus gallus dom.||fio de fibra vegetal||Cotingidae: Haematoderus militaris||Etnografia||pena do corpo||Psittacidae: Ara macao||Cracidae: Mitu tomentosa / Crax alector||Faixa de folha de palmeira||Primavera posterior||cor preta;https://collections.smvk.se/carlotta-vkm/web/object/38138;;foto digital;V: 1927-07-0272;;;composto;;Conservação K 80: 107;;;;;;;;;;;;;;;;;;;;;;file:91-1210034.png;91-604797.png||91-1210038.png
92;retrato falado;;Guiana Britânica;Wai-wai;Caco de pedra marrom-acinzentada, ferramenta para fazer tábuas de ralador de mandioca.;fragmento;1927.07.0053f;Wai-wai, Hixkaryana, Karapayana, Mawayana, Uaiuais, Wai-Wai, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0053f, Walter Roth, Br.Guiana, Sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;ferramentas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37600;Pedra;;;;;Pedra;;;;;;;;;;;;;;;;;;;;;;;;;
93;retrato falado;;América;Waiwai;Tubo de cabelo do tipo usual.;tubo de cabelo;1927.07.0273;Wai wai, Mawayana, Uaiuais, Wai-Wai, Karapayana, Wai-wai, Hixkaryana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;30 cm;1927.07.0273, foto digital, 1927-07-0273, Walter Roth, Br.Guiana, esboço, Waiwai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;Cotingidae: Cotinga cayana||Espécie indefinida (preta)||Psittacidae: Ara macao||Ramphastidae: Ramphastos tucanus / vitellinus||cor preta||fio de fibra vegetal||tira de folha de palmeira||pena do corpo||Etnografia||Ramphastidae: Pteroglossus ac;https://collections.smvk.se/carlotta-vkm/web/object/38139;;foto digital;1927-07-0273;;;;;;;;;;;;;;;;;;;;;;;;;;;file:93-1155549.png;93-600590.png
94;retrato falado;;América;Waiwai;Tubo de cabelo do tipo usual.;tubo de cabelo;1927.07.0270;Wai-wai, Mawayana, Uaiuais, Hixkaryana, Wai-Wai, Karapayana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;30,5 cm;1927.07.0270, foto digital, 1927-07-0270, Walter Roth, Br.Guiana, esboço, Waiwai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;Cotingidae: Xipholena punicea||fio de fibra vegetal||pena do corpo||Cracidae: Mitu tomentosa / Crax alector||Etnografia||Psittacidae: Ara macao||cor preta||Faixa de folha de palmeira||Ramphastidae: Ramphastos tucanus / vitellinus;https://collections.smvk.se/carlotta-vkm/web/object/38136;;foto digital;1927-07-0270;;;;;;;;;;;;;;;;;;;;;;;;;;;file:94-600582.png;94-1155541.png
95;retrato falado;;Guiana Britânica;Waiwai;Tubo de cabelo do tipo usual.;tubo de cabelo;1927.07.0271;Wai wai, Mawayana, Karapayana, Uaiuais, Hixkaryana, Wai-Wai, Wai-wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;38 cm;1927.07.0271, foto digital, 1927-07-0271, Walter Roth, Br.Guiana, esboço, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;Faixa de folha de palmeira||cor preta||Cotingidae: Xipholena punicea||Phasianidae: Gallus gallus dom.||Ramphastidae: Ramphastos tucanus/vitellinus||Espécie indefinida (preta)||fio de fibra vegetal||Etnografia||pena do corpo;https://collections.smvk.se/carlotta-vkm/web/object/38137;;foto digital;1927-07-0271;;;;;;;;;;;;;;;;;;;;;;;;;;;file:95-600586.png;95-1155545.png
96;retrato falado;Rio Potaro;América;;Stenyxa;Stenyxa;1927.07.0080;;;Rio Potaro, fr. Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;9 cm;1927.07.0080, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, Guiana Britânica, Guiana Britânica, América, Guiana;arqueologia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/98980;Pedra;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:96-1931815.png;
97;retrato falado;;América;Waiwai;Tubo de cabelo do tipo usual.;tubo de cabelo;1927.07.0268;Hixkaryana, Wai-wai, Wai-Wai, Wai wai, Karapayana, Uaiuais, Mawayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;27,5 centímetros;1927.07.0268, foto digital, 1927-07-0268, Walter Roth, Br.Guiana, esboço, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;pena do corpo||Psittacidae: Ara macao||Cracidae: Mitu tomentosa||tira de folha de palmeira||Psittacidae: Ara ararauna||Etnografia||fio de fibra vegetal;https://collections.smvk.se/carlotta-vkm/web/object/38134;;foto digital;1927-07-0268;;;;;;;;;;;;;;;;;;;;;;;;;;;file:97-1155533.png;97-600574.png
98;retrato falado;;Guiana Britânica;Waiwai;Tubo de cabelo do tipo usual.;tubo de cabelo;1927.07.0269;Wai-wai, Wai-Wai, Wai wai, Uaiuais, Mawayana, Hixkaryana, Karapayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;26 cm;1927.07.0269, foto digital, 1927-07-0269, Walter Roth, Br.Guiana, esboço, Waiwai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;Cotingidae: Haematoderus militaris||Psittacidae: Ara macao||Etnografia||Faixa de folha de palmeira||Pena da cabeça||fio de fibra vegetal||Cracidae: Mitu tomentosa||pena do corpo;https://collections.smvk.se/carlotta-vkm/web/object/38135;;foto digital;1927-07-0269;;;;;;;;;;;;;;;;;;;;;;;;;;;file:98-600578.png;98-1155537.png
99;retrato falado;Rio Potaro;Guiana Britânica;;Stenyxa;Stenyxa;1927.07.0084;;;Rio Potaro, fr. Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;12 cm;1927.07.0084, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, Guiana Britânica, Guiana Britânica, América, Guiana;ferramentas||arqueologia;https://collections.smvk.se/carlotta-vkm/web/object/98984;Pedra;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:99-1931827.png;
100;retrato falado;Rio Potaro;Guiana Britânica;;Stenyxa;Machado;1927.07.0083;;;Rio Potaro, fr. Guiana;Winther Åshaug, Ina Marie;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;11 cm;1927.07.0083, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, Guiana Britânica, Guiana Britânica, América, Guiana;Aashaug||arqueologia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/98983;Pedra;;;;;Pedra;;;;;;;;;;;;;;;;;;;;;;;;file:100-2459265.png;100-2459260.png
101;retrato falado;Rio Potaro;Guiana Britânica;;Stenyxa;Machado;1927.07.0082;;;Rio Potaro, fr. Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;7,5 centímetros;1927.07.0082, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, Guiana Britânica, América, Guiana Britânica, Guiana;arqueologia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/98982;Pedra;;;;;Pedra;;;;;;;;;;;;;;;;;;;;;;;;file:101-1931823.png;
102;retrato falado;Rio Potaro;América;;Stenyxa;Stenyxa;1927.07.0081;;;Rio Potaro, fr. Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;15 cm;1927.07.0081, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, América, Guiana Britânica, Guiana Britânica, Guiana;ferramentas||arqueologia;https://collections.smvk.se/carlotta-vkm/web/object/98981;Pedra;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:102-1931819.png;
103;retrato falado;Rio Conawarook;Guiana Britânica;;Stenyxa;Machado;1927.07.0077;;;Rio Conawarook, fr. Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;12 cm;1927.07.0077, Walter E. Roth, Conawarook River, fr. Guiana, Rio Conawarook, Rio Conawarook, fr. Guiana. [[Haga]], esboço, América, Guiana Britânica, Guiana Britânica, Guiana;ferramentas||arqueologia;https://collections.smvk.se/carlotta-vkm/web/object/98977;Pedra;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:103-15393207.png;103-15393212.png||103-15393202.png||103-15393217.png||103-15393197.png
104;retrato falado;Rio Conawarook, fr. Guiana. [[Haga]];Guiana Britânica;;Stenyxa;Machado;1927.07.0076;;;Rio Conawarook, fr. Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;12 cm;1927.07.0076, Walter E. Roth, Conawarook River, fr. Guiana, Rio Conawarook, fr. Guiana. [[Haga]], Rio Conawarook, esboço, Guiana Britânica, Guiana Britânica, América, Guiana;ferramentas||arqueologia;https://collections.smvk.se/carlotta-vkm/web/object/98976;Pedra;;;;;Pedra;;;;;;;;;;;;;;;;;;;;;;;;file:104-1931807.png;
105;retrato falado;Rio Conawarook, fr. Guiana. [[Haga]];Guiana Britânica;;Stenyxa;Machado;1927.07.0075;;;Rio Conawarook, fr. Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;15 cm;1927.07.0075, Walter E. Roth, Conawarook River, fr. Guiana, Rio Conawarook, fr. Guiana. [[Haga]], Rio Conawarook, esboço, Guiana Britânica, América, Guiana Britânica, Guiana;ferramentas||arqueologia;https://collections.smvk.se/carlotta-vkm/web/object/98975;Pedra;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:105-1931803.png;
106;retrato falado;Arakaka, Rio Barima, fr. Guiana. [[Haga]];América;;Stenyxa;Machado;1927.07.0074;;;Arakaka, Rio Barima, fr. Guiana;Schwetz, Ferenc;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter E. Roth;14 cm;1927.07.0074, Walter E. Roth, Arakaka, Rio Barima, fr. Guiana, Arakaka, Rio Barima, fr. Guiana. [[Haga]], Arakaka, Rio Barima, esboço, Guiana Britânica, Guiana Britânica, América, Guiana;ferramentas||arqueologia;https://collections.smvk.se/carlotta-vkm/web/object/98974;Pedra;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:106-1931799.png;
107;retrato falado;Rio Potaro;Guiana Britânica;;Stenyxa;Stenyxa;1927.07.0079;;;Rio Potaro, fr. Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;13 cm;1927.07.0079, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, Guiana Britânica, América, Guiana Britânica, Guiana;arqueologia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/98979;Pedra;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:107-15374720.png;107-15374695.png||107-15374690.png||107-15374700.png||107-15374715.png||107-15374705.png||107-15374710.png
108;retrato falado;Rio Potaro;América;;Stenyxa;Machado;1927.07.0078;;;Rio Potaro, fr. Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;8,5 centímetros;1927.07.0078, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, Guiana Britânica, América, Guiana Britânica, Guiana;arqueologia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/98978;Pedra;;;;;Pedra;;;;;;;;;;;;;;;;;;;;;;;;file:108-1931811.png;
109;retrato falado;;Guiana Britânica;Wai-wai;Fibras de ite para redes.;Fibras de Ita.;1927.07.0187;Hixkaryana, Mawayana, Wai wai, Uaiuais, Wai-Wai, Wai-wai, Karapayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;28 cm;1927.07.0187, Walter Roth, Br.Guiana, esboço, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/37717;;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:109-1880158.png;
110;retrato falado;;Guiana Britânica;Waiwai;Enfeite de orelha com penas. Pertence a 1927.07.0224 cd.;brinco;1927.07.0224c-d;Uaiuais, Karapayana, Wai-wai, Mawayana, Wai-Wai, Hixkaryana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0224c-d, foto digital (ab e cd no mesmo), 1927-07-0224, Walter Roth, Br.Guiana, sketch, Waiwai, Os objetos 1927.07.0224a-b e 0224c-d sentam-se juntos., britânico Guiana, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai, Karapayana;Etnografia||Ramphastidae: Ramphastos tucanus/vitellinus||porcelana||bastão de madeira||joias e ornamentos corporais||Undergump||vagens||cera;https://collections.smvk.se/carlotta-vkm/web/object/37839;;foto digital (ab e cd no mesmo);1927-07-0224;;;;;;;;;;;;;;;;;Os objetos 1927.07.0224a-b e 0224c-d ficam juntos.;;;;;;;;;;file:110-600526.png;110-1155489.png
111;retrato falado;;América;Wai-wai;Cordão de pérolas densamente cravejado de cascas de frutas ocas, nas quais pequenas pedras são enfiadas. Use em festas ao longo da borda do avental.;fita de contas;1927.07.0188;Wai wai, Wai-wai, Mawayana, Wai-Wai, Karapayana, Hixkaryana, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;77 centímetros;1927.07.0188, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||vestuário e acessórios;https://collections.smvk.se/carlotta-vkm/web/object/37718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:111-1880162.png;
112;retrato falado;;Guiana Britânica;Waiwai;Enfeite de orelha com penas. Pertence a 1927.07.0224 cd.;brinco;1927.07.0224a-b;Wai-Wai, Karapayana, Wai-wai, Hixkaryana, Uaiuais, Mawayana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0224a-b, foto digital (ab e cd no mesmo), 1927-07-0224, Walter Roth, Br.Guiana, sketch, Waiwai, Os objetos 1927.07.0224a-b e 0224c-d sentam juntos., América , Guiana Britânica , Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai, Karapayana;joias e ornamentos corporais||contas de vidro||Etnografia||Ramphastidae: Ramphastos tucanus / vitellinus||bastão de madeira||vagens de sementes;https://collections.smvk.se/carlotta-vkm/web/object/37836;;foto digital (ab e cd no mesmo);1927-07-0224;;;;;;;;;;;;;;;;;Os objetos 1927.07.0224a-b e 0224c-d ficam juntos.;;;;;;;;;;file:112-1155489.png;112-600522.png
113;retrato falado;;América;Wai-wai;Danceteria com enfeites de penas.;clube de dança;1927.07.0063;Wai wai, Mawayana, Wai-wai, Wai-Wai, Uaiuais, Karapayana, Hixkaryana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;26 cm;1927.07.0063, foto digital, 1927-07-0063, Walter Roth, Br.Guiana, esboço, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||madeira||corda de algodão||pena do corpo||Psittacidae: Ara macao||Ardeidae: Casmerodius albus / Egretta thula||Phasianidae: Gallus gallus dom.||corda de baixo||Pena de asa;https://collections.smvk.se/carlotta-vkm/web/object/37614;;foto digital;1927-07-0063;;;;;;;;;;;;;;;;;;;;;;;;;;;file:113-1155441.png;113-600474.png
114;retrato falado;;Guiana Britânica;Waiwai;Enfeite de orelha;brinco;1927.07.0225a;Hixkaryana, Wai-Wai, Wai wai, Wai-wai, Karapayana, Uaiuais, Mawayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0225a, foto digital, 1927-07-0225ab, Walter Roth, Br.Guiana, esboço, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;madrepérola||Ramphastidae: Ramphastos / Pteroglossus sp.||haste de madeira||bijuterias e ornamentos corporais||Etnografia||corda de algodão||pena corporal||cera el. lin.;https://collections.smvk.se/carlotta-vkm/web/object/37856;;foto digital;1927-07-0225ab;;;;;;;;;;;;;;;;;;;;;;;;;;;file:114-1155493.png;
